,E_alpha,E_beta,E_theta,E_delta,alpha_beta_ratio,theta_alpha_ratio,beta_theta_ratio,engagement_index,beta_percentage,peak_frequency,spectral_centroid,spectral_slope,hjorth_mobility,hjorth_complexity,zero_crossing_rate,signal_variance,smoothed_beta,smoothed_alpha,smoothed_ratio,label
0,0.11177320060900875,0.06531071991723555,0.17231339256155803,0.6639819230490906,1.7114066534550678,1.5416342345226552,0.37902288932373396,0.22989722671563326,6.531071991723556,2.0,4.494221213076283,-2.595241187095217,0.0740830779666324,2.3942169207510893,0.021484375,161.97187332833266,0.0411457535478584,0.07041711638367551,1.7114066534486707,0
1,0.1244168511694552,0.059034052728606304,0.28264224585379694,0.5364906626384909,2.1075437890114332,2.271736048580491,0.20886492941304372,0.1450257546389858,5.90340527286063,2.0,4.721963636414686,-2.393972951573675,0.08134355095410581,2.694846511336044,0.033203125,77.63623630600468,0.05241538203172958,0.1044369492987167,1.9924866565792358,0
2,0.09224689410752274,0.096308740885099,0.25886281751092244,0.571037328384033,0.9578247338693788,2.806195482390837,0.37204547880524913,0.27429814014795606,9.6308740885099,2.0,4.945788425920354,-1.8142770703590958,0.08628170336772792,2.7474420579556686,0.0234375,42.18230853273978,0.08006819810935231,0.0967572145282645,1.2084350193058035,0
3,0.11329843067541022,0.15497607944547162,0.16206313818454124,0.5779984717190462,0.7310704405549454,1.4304093818246,0.9562697673362597,0.5628094003333104,15.497607944547163,1.0,5.548030242949596,-1.8795261276314885,0.10217139033811058,2.2859788301828607,0.03515625,28.813000903764483,0.12726016335110749,0.10717818070096631,0.8421974157413448,0
4,0.06842559055286267,0.235643247013359,0.33473827059622124,0.36463795659413784,0.2903778971849473,4.892004115532256,0.7039626708769737,0.584485043726767,23.564324701335902,1.0,7.689530492616039,-0.8102233408379172,0.11229899632291958,2.3425095637688025,0.041015625,14.057278200017661,0.19554150605832593,0.08276404890766101,0.42325565848690444,0
5,0.060071854457181675,0.05017685274400827,0.0375282159389535,0.8531324986328434,1.19720251813039,0.6247221145150152,1.3370433815796905,0.5141067269709786,5.017685274400828,1.0,2.660824421125525,-1.6524326852095577,0.07186864518510898,2.7397606194487203,0.0078125,171.31253711458297,0.1039617744703058,0.06846796640385902,0.6585878968789309,0
6,0.14201561246882324,0.04697486246490444,0.33630322217637054,0.4855684959103486,3.0232257214782017,2.3680721881816424,0.13968008442431548,0.09820826415846898,4.697486246490444,1.0,4.712277674800436,-2.65890173470833,0.07398113687386472,2.572500983461061,0.03125,174.69483622439625,0.06806001990690294,0.11480298342478648,1.6867903297873685,0
7,0.1382424051671274,0.20616025325437712,0.11978546493288196,0.5937812229121832,0.6705579906175331,0.8664885769905514,1.7210790421790447,0.798984439834628,20.61602532543771,1.0,5.519485907839552,-1.8363676460915501,0.06822647464772905,3.21541653522614,0.015625,82.34743978347639,0.15506316691581168,0.12956981912246127,0.835593788645971,0
8,0.23875378594946503,0.24650294645216878,0.12485362603082174,0.4109274772186017,0.968563619160731,0.5229388322986657,1.9743355022011293,0.6779370780946984,24.650294645216878,2.0,8.236064088285225,-1.5313670257077407,0.12005466008554579,1.901174022344086,0.044921875,24.362882473867806,0.21267022802371666,0.19835571822347364,0.9326915199499416,0
9,0.13237754993007383,0.4517109561021122,0.13165178672634406,0.3356546973702582,0.293058089786195,0.9945174751753023,3.4311038788909336,1.7108362344151706,45.17109561021122,2.0,11.51627043091777,-0.4982510852569489,0.1630339347061545,1.6574099452480935,0.044921875,11.496141861258005,0.36326588671310583,0.15678947219863176,0.43161077858936636,0
10,0.22300000876564724,0.2975190444765087,0.2510827436973257,0.29117733615165325,0.7495318800793783,1.1259315418281661,1.1849442143860587,0.6275677462008452,29.75190444765087,1.0,9.172017445608587,-0.668294072315167,0.14561293791005875,1.9318756818233782,0.03515625,10.915344194277761,0.3218453761040496,0.19850211023585151,0.6167623491724824,0
11,0.29692490664574256,0.2731683483474091,0.09071587923325265,0.35286531191700915,1.0869667311091014,0.3055179178423693,3.011251730725283,0.7046945478847931,27.31683483474091,1.0,9.651870044293553,-0.558020220769002,0.13705592798101499,1.7755042852133314,0.03515625,13.941562057255904,0.2911788486173661,0.2605084719740829,0.8946682535877413,0
