timestamp,value
2026-02-17 01:50:45.810928,514
2026-02-17 01:50:45.811162,514
2026-02-17 01:50:45.811251,516
2026-02-17 01:50:45.811322,518
2026-02-17 01:50:45.811391,515
2026-02-17 01:50:45.811441,515
2026-02-17 01:50:45.811475,516
2026-02-17 01:50:45.811508,515
2026-02-17 01:50:45.811541,512
2026-02-17 01:50:45.811575,508
2026-02-17 01:50:45.811608,507
2026-02-17 01:50:45.811643,500
2026-02-17 01:50:45.811677,510
2026-02-17 01:50:45.811711,508
2026-02-17 01:50:45.811743,509
2026-02-17 01:50:45.811776,512
2026-02-17 01:50:45.811824,510
2026-02-17 01:50:45.811857,513
2026-02-17 01:50:45.811890,514
2026-02-17 01:50:45.811922,509
2026-02-17 01:50:45.811954,511
2026-02-17 01:50:45.811987,510
2026-02-17 01:50:45.812019,510
2026-02-17 01:50:45.812051,512
2026-02-17 01:50:45.812084,508
2026-02-17 01:50:45.812116,512
2026-02-17 01:50:45.812149,510
2026-02-17 01:50:45.812182,518
2026-02-17 01:50:45.812215,510
2026-02-17 01:50:45.812247,502
2026-02-17 01:50:45.812281,505
2026-02-17 01:50:45.812313,511
2026-02-17 01:50:45.812346,514
2026-02-17 01:50:45.812377,519
2026-02-17 01:50:45.812409,516
2026-02-17 01:50:45.812441,520
2026-02-17 01:50:45.812472,521
2026-02-17 01:50:45.812505,519
2026-02-17 01:50:45.812550,516
2026-02-17 01:50:45.812582,519
2026-02-17 01:50:45.812618,519
2026-02-17 01:50:45.812650,512
2026-02-17 01:50:45.812682,517
2026-02-17 01:50:45.812713,520
2026-02-17 01:50:45.812745,517
2026-02-17 01:50:45.812777,519
2026-02-17 01:50:45.812808,515
2026-02-17 01:50:45.818490,516
2026-02-17 01:50:45.826607,517
2026-02-17 01:50:45.834576,512
2026-02-17 01:50:45.843150,514
2026-02-17 01:50:45.850546,514
2026-02-17 01:50:45.858468,513
2026-02-17 01:50:45.866557,514
2026-02-17 01:50:45.874517,511
2026-02-17 01:50:45.882437,509
2026-02-17 01:50:45.890543,510
2026-02-17 01:50:45.898474,514
2026-02-17 01:50:45.906783,508
2026-02-17 01:50:45.914535,510
2026-02-17 01:50:45.922544,507
2026-02-17 01:50:45.930447,511
2026-02-17 01:50:45.938517,507
2026-02-17 01:50:45.946525,510
2026-02-17 01:50:45.954505,511
2026-02-17 01:50:45.962488,515
2026-02-17 01:50:45.970703,513
2026-02-17 01:50:45.978502,510
2026-02-17 01:50:45.986502,515
2026-02-17 01:50:45.994557,511
2026-02-17 01:50:46.002484,510
2026-02-17 01:50:46.010538,510
2026-02-17 01:50:46.018488,510
2026-02-17 01:50:46.026505,514
2026-02-17 01:50:46.034512,510
2026-02-17 01:50:46.042411,517
2026-02-17 01:50:46.050487,510
2026-02-17 01:50:46.058510,516
2026-02-17 01:50:46.066504,518
2026-02-17 01:50:46.074482,517
2026-02-17 01:50:46.082502,516
2026-02-17 01:50:46.090502,516
2026-02-17 01:50:46.098476,512
2026-02-17 01:50:46.106570,517
2026-02-17 01:50:46.114504,511
2026-02-17 01:50:46.122477,516
2026-02-17 01:50:46.130440,511
2026-02-17 01:50:46.138426,515
2026-02-17 01:50:46.146459,518
2026-02-17 01:50:46.154576,515
2026-02-17 01:50:46.162481,511
2026-02-17 01:50:46.170409,512
2026-02-17 01:50:46.178446,514
2026-02-17 01:50:46.186414,510
2026-02-17 01:50:46.194574,508
2026-02-17 01:50:46.202405,505
2026-02-17 01:50:46.210537,506
2026-02-17 01:50:46.218412,510
2026-02-17 01:50:46.226618,509
2026-02-17 01:50:46.234490,508
2026-02-17 01:50:46.242530,508
2026-02-17 01:50:46.250484,510
2026-02-17 01:50:46.258556,517
2026-02-17 01:50:46.266558,518
2026-02-17 01:50:46.274620,509
2026-02-17 01:50:46.282539,510
2026-02-17 01:50:46.290564,507
2026-02-17 01:50:46.298461,514
2026-02-17 01:50:46.306502,512
2026-02-17 01:50:46.314450,508
2026-02-17 01:50:46.322522,514
2026-02-17 01:50:46.330468,510
2026-02-17 01:50:46.338555,515
2026-02-17 01:50:46.346421,515
2026-02-17 01:50:46.354413,509
2026-02-17 01:50:46.362490,516
2026-02-17 01:50:46.370434,511
2026-02-17 01:50:46.378472,516
2026-02-17 01:50:46.386432,512
2026-02-17 01:50:46.394563,505
2026-02-17 01:50:46.402462,507
2026-02-17 01:50:46.410610,510
2026-02-17 01:50:46.418603,512
2026-02-17 01:50:46.426485,512
2026-02-17 01:50:46.434563,510
2026-02-17 01:50:46.442550,513
2026-02-17 01:50:46.450457,507
2026-02-17 01:50:46.458518,509
2026-02-17 01:50:46.466421,503
2026-02-17 01:50:46.474457,498
2026-02-17 01:50:46.482459,501
2026-02-17 01:50:46.490448,507
2026-02-17 01:50:46.498444,511
2026-02-17 01:50:46.506433,514
2026-02-17 01:50:46.514484,516
2026-02-17 01:50:46.522525,514
2026-02-17 01:50:46.530475,516
2026-02-17 01:50:46.538514,525
2026-02-17 01:50:46.546456,520
2026-02-17 01:50:46.554420,518
2026-02-17 01:50:46.562482,512
2026-02-17 01:50:46.570458,516
2026-02-17 01:50:46.578558,515
2026-02-17 01:50:46.586564,512
2026-02-17 01:50:46.594554,514
2026-02-17 01:50:46.602442,516
2026-02-17 01:50:46.610618,515
2026-02-17 01:50:46.618485,519
2026-02-17 01:50:46.626670,517
2026-02-17 01:50:46.634493,509
2026-02-17 01:50:46.642546,517
2026-02-17 01:50:46.650466,515
2026-02-17 01:50:46.658642,517
2026-02-17 01:50:46.666494,516
2026-02-17 01:50:46.674540,512
2026-02-17 01:50:46.682412,522
2026-02-17 01:50:46.690569,515
2026-02-17 01:50:46.698463,514
2026-02-17 01:50:46.706612,511
2026-02-17 01:50:46.714482,512
2026-02-17 01:50:46.722694,510
2026-02-17 01:50:46.730510,511
2026-02-17 01:50:46.738516,512
2026-02-17 01:50:46.746485,516
2026-02-17 01:50:46.754496,510
2026-02-17 01:50:46.762502,515
2026-02-17 01:50:46.770500,517
2026-02-17 01:50:46.778505,515
2026-02-17 01:50:46.786438,514
2026-02-17 01:50:46.794645,514
2026-02-17 01:50:46.802414,515
2026-02-17 01:50:46.810584,512
2026-02-17 01:50:46.818423,516
2026-02-17 01:50:46.826624,512
2026-02-17 01:50:46.834490,510
2026-02-17 01:50:46.842556,515
2026-02-17 01:50:46.850510,512
2026-02-17 01:50:46.858639,519
2026-02-17 01:50:46.866467,514
2026-02-17 01:50:46.874608,513
2026-02-17 01:50:46.882481,517
2026-02-17 01:50:46.890533,517
2026-02-17 01:50:46.898417,516
2026-02-17 01:50:46.906551,511
2026-02-17 01:50:46.914469,515
2026-02-17 01:50:46.922506,510
2026-02-17 01:50:46.930516,513
2026-02-17 01:50:46.938544,516
2026-02-17 01:50:46.946463,515
2026-02-17 01:50:46.954461,517
2026-02-17 01:50:46.962479,516
2026-02-17 01:50:46.970463,510
2026-02-17 01:50:46.978571,518
2026-02-17 01:50:46.986529,513
2026-02-17 01:50:46.994650,512
2026-02-17 01:50:47.002416,514
2026-02-17 01:50:47.010581,514
2026-02-17 01:50:47.018515,516
2026-02-17 01:50:47.026636,511
2026-02-17 01:50:47.034528,512
2026-02-17 01:50:47.042531,513
2026-02-17 01:50:47.050466,512
2026-02-17 01:50:47.058553,515
2026-02-17 01:50:47.066480,514
2026-02-17 01:50:47.074579,511
2026-02-17 01:50:47.082461,512
2026-02-17 01:50:47.090645,513
2026-02-17 01:50:47.098427,512
2026-02-17 01:50:47.106467,515
2026-02-17 01:50:47.114477,513
2026-02-17 01:50:47.122709,513
2026-02-17 01:50:47.130452,515
2026-02-17 01:50:47.138508,513
2026-02-17 01:50:47.146490,513
2026-02-17 01:50:47.154448,512
2026-02-17 01:50:47.162545,512
2026-02-17 01:50:47.170503,512
2026-02-17 01:50:47.178539,516
2026-02-17 01:50:47.186509,513
2026-02-17 01:50:47.194616,509
2026-02-17 01:50:47.202557,511
2026-02-17 01:50:47.210645,506
2026-02-17 01:50:47.218504,509
2026-02-17 01:50:47.226759,511
2026-02-17 01:50:47.234587,506
2026-02-17 01:50:47.242737,510
2026-02-17 01:50:47.250549,506
2026-02-17 01:50:47.258662,511
2026-02-17 01:50:47.266459,513
2026-02-17 01:50:47.274597,509
2026-02-17 01:50:47.282449,516
2026-02-17 01:50:47.290598,516
2026-02-17 01:50:47.298474,512
2026-02-17 01:50:47.306529,510
2026-02-17 01:50:47.314469,514
2026-02-17 01:50:47.322542,515
2026-02-17 01:50:47.330502,505
2026-02-17 01:50:47.338451,504
2026-02-17 01:50:47.346527,495
2026-02-17 01:50:47.354533,502
2026-02-17 01:50:47.362524,509
2026-02-17 01:50:47.370437,509
2026-02-17 01:50:47.378604,512
2026-02-17 01:50:47.386447,513
2026-02-17 01:50:47.394604,509
2026-02-17 01:50:47.402535,515
2026-02-17 01:50:47.410583,511
2026-02-17 01:50:47.418594,509
2026-02-17 01:50:47.426595,517
2026-02-17 01:50:47.434533,517
2026-02-17 01:50:47.442577,516
2026-02-17 01:50:47.450461,510
2026-02-17 01:50:47.458598,511
2026-02-17 01:50:47.466425,511
2026-02-17 01:50:47.474559,516
2026-02-17 01:50:47.482460,519
2026-02-17 01:50:47.490569,519
